"TOA5","1004","CR6","2608","CR6.Std.03","CPU:1004_METandSF_WR Update_20151217.CR6","63039","Min05"
"TIMESTAMP","RECORD","WS6m_ms_S_WVT","WD_6m_D1_WVT","WD_6m_SD1_WVT","WS_2m_Avg","WS_0m_Avg","site","sensitpc_Avg","sensitke_Avg","sensitpc_Tot"
"2016-01-28 18:20:00",60,3.015,1.739,2.004,1.94,1.146,1001,0,0,0
"2016-01-28 18:25:00",61,2.956,11.14,3.47,1.946,1.173,1001,0,0,0
"2016-01-28 18:30:00",62,2.914,15.59,3.407,1.927,1.237,1001,0,0,0
"2016-01-28 18:35:00",63,3.284,21.34,2.738,2.204,1.431,1001,0,0,0
"2016-01-28 18:40:00",64,3.388,12.01,3.338,2.226,1.421,1001,0,0,0
"2016-01-28 18:45:00",65,3.199,14.57,4.483,1.97,1.207,1001,0,0,0
"2016-01-28 18:50:00",66,3.252,21.8,2.853,2.207,1.394,1001,0,0,0
"2016-01-28 18:55:00",67,2.946,26.01,2.623,2.004,1.212,1001,0,0,0
"2016-01-28 19:00:00",68,1.647,35.54,4.276,1.127,0.208,1001,0,0,0
"2016-01-28 19:05:00",69,1.527,42.76,3.959,0.931,0.059,1001,0,0,0
"2016-01-28 19:10:00",70,2.394,55.52,7.525,1.436,0.297,1001,0,0,0
"2016-01-28 19:15:00",71,2.42,66.17,1.825,1.386,0.483,1001,0,0,0
"2016-01-28 19:20:00",72,2.258,60.26,3.978,1.199,0.291,1001,0,0,0
"2016-01-28 19:25:00",73,2.434,66.55,5.594,1.356,0.427,1001,0,0,0
"2016-01-28 19:30:00",74,2.431,70.16,4.011,1.3,0.273,1001,0,0,0
"2016-01-28 19:35:00",75,1.868,56.02,9.07,0.876,0.125,1001,0,0,0
"2016-01-28 19:40:00",76,1.812,62.22,7.608,1.042,0.131,1001,0,0,0
"2016-01-28 19:45:00",77,1.948,71.8,3.525,0.909,0.136,1001,0,0,0
"2016-01-28 19:50:00",78,1.791,77.78,7.311,1.082,0.018,1001,0,0,0
"2016-01-28 19:55:00",79,1.343,117.1,12.77,0.961,0.267,1001,0,0,0
"2016-01-28 20:00:00",80,2.098,127.8,3.821,1.551,0.782,1001,0,0,0
"2016-01-28 20:05:00",81,2.61,124.9,3.804,1.935,1.186,1001,0,0,0
"2016-01-28 20:10:00",82,2.796,123.1,3.178,1.964,1.261,1001,0,0,0
"2016-01-28 20:15:00",83,2.346,121.3,2.504,1.586,1.01,1001,0,0,0
"2016-01-28 20:20:00",84,2.178,111,5.668,1.522,0.559,1001,0,0,0
"2016-01-28 20:25:00",85,2.762,105.4,6.088,2.01,1.175,1001,0,0,0
"2016-01-28 20:30:00",86,2.519,97,4.237,1.578,0.826,1001,0,0,0
"2016-01-28 20:35:00",87,2.026,110.1,5.261,1.343,0.793,1001,0,0,0
"2016-01-28 20:40:00",88,1.546,117,5.493,0.96,0.347,1001,0,0,0
"2016-01-28 20:45:00",89,1.084,107,12.48,0.367,0.012,1001,0,0,0
"2016-01-28 20:50:00",90,0.514,49.19,27.07,0.531,0.131,1001,0,0,0
"2016-01-28 20:55:00",91,0.6,201.7,19.88,0.428,0.107,1001,0,0,0
"2016-01-28 21:00:00",92,0.974,273.4,17.92,1.124,0.485,1001,0,0,0
"2016-01-28 21:05:00",93,0.965,250.3,22.64,0.873,0.178,1001,0,0,0
"2016-01-28 21:10:00",94,0.864,204.5,6.206,0.827,0.338,1001,0,0,0
"2016-01-28 21:15:00",95,1.418,226.9,14.51,1.17,0.249,1001,0,0,0
"2016-01-28 21:20:00",96,1.346,260.1,8.88,0.758,0.154,1001,0,0,0
"2016-01-28 21:25:00",97,1.986,255.6,9.45,1.53,0.578,1001,0,0,0
"2016-01-28 21:30:00",98,1.879,235.1,5.819,1.295,0.45,1001,0,0,0
"2016-01-28 21:35:00",99,1.316,239.2,11.86,0.671,0.024,1001,0,0,0
"2016-01-28 21:40:00",100,1.73,210.6,3.971,1.172,0.309,1001,0,0,0
"2016-01-28 21:45:00",101,1.484,208.5,3.858,1.13,0.065,1001,0,0,0
"2016-01-28 21:50:00",102,2.3,199.6,7.099,1.916,0.899,1001,0,0,0
"2016-01-28 21:55:00",103,2.34,180.6,4.309,1.826,0.92,1001,0,0,0
"2016-01-28 22:00:00",104,1.871,176.5,2.914,1.378,0.16,1001,0,0,0
"2016-01-28 22:05:00",105,1.831,172.4,6.025,1.444,0.273,1001,0,0,0
"2016-01-28 22:10:00",106,1.751,149.1,12.3,1.308,0.162,1001,0,0,0
"2016-01-28 22:15:00",107,2.058,126.6,4.964,1.764,0.942,1001,0,0,0
"2016-01-28 22:20:00",108,2.434,125.2,2.213,1.887,1.189,1001,0,0,0
"2016-01-28 22:25:00",109,2.49,125.7,3.805,1.866,1.213,1001,0,0,0
"2016-01-28 22:30:00",110,2.039,131.1,9.56,1.458,0.717,1001,0,0,0
"2016-01-28 22:35:00",111,1.682,149.7,3.148,1.223,0.166,1001,0,0,0
"2016-01-28 22:40:00",112,2.05,144.7,2.363,1.647,0.702,1001,0,0,0
"2016-01-28 22:45:00",113,1.911,148.3,3.726,1.388,0.427,1001,0,0,0
"2016-01-28 22:50:00",114,2.231,157.2,3.344,1.687,0.805,1001,0,0,0
"2016-01-28 22:55:00",115,1.898,177.4,7.366,1.346,0.392,1001,0,0,0
"2016-01-28 23:00:00",116,1.65,158.1,7.422,1.088,0.22,1001,0,0,0
"2016-01-28 23:05:00",117,1.346,184.5,6.882,0.838,0.101,1001,0,0,0
"2016-01-28 23:10:00",118,1.106,207,12.23,0.243,0.018,1001,0,0,0
"2016-01-28 23:15:00",119,0.421,154.9,34.32,0.641,0.178,1001,0,0,0
"2016-01-28 23:20:00",120,0.967,132.2,30.42,0.956,0.095,1001,0,0,0
"2016-01-28 23:25:00",121,1.324,78.64,7.511,0.85,0.249,1001,0,0,0
"2016-01-28 23:30:00",122,1.532,79.75,1.96,1.455,0.51,1001,0,0,0
"2016-01-28 23:35:00",123,1.439,84.4,5.145,1.175,0.119,1001,0,0,0
"2016-01-28 23:40:00",124,1.298,52.25,20.41,1.367,0.737,1001,0,0,0
"2016-01-28 23:45:00",125,0.889,341.7,29.84,1.071,0.382,1001,0,0,0
"2016-01-28 23:50:00",126,1.059,77.11,5.148,0.59,0.071,1001,0,0,0
"2016-01-28 23:55:00",127,1.21,107.4,16.36,0.854,0.376,1001,0,0,0
"2016-01-29 00:00:00",128,1.146,96.8,11.24,0.86,0.142,1001,0,0,0
"2016-01-29 00:05:00",129,1.314,78.33,6.841,1.252,0.314,1001,0,0,0
"2016-01-29 00:10:00",130,1.439,73.07,4.254,1.292,0.249,1001,0,0,0
"2016-01-29 00:15:00",131,2.071,62.12,3.979,1.522,0.671,1001,0,0,0
"2016-01-29 00:20:00",132,2.503,51.88,2.593,1.562,0.795,1001,0,0,0
"2016-01-29 00:25:00",133,2.031,64.57,3.236,1.244,0.125,1001,0,0,0
"2016-01-29 00:30:00",134,1.956,55.32,2.976,1.394,0.611,1001,0,0,0
"2016-01-29 00:35:00",135,1.706,73.97,12.42,1.137,0.303,1001,0,0,0
"2016-01-29 00:40:00",136,1.343,100.2,5.201,1.028,0.326,1001,0,0,0
"2016-01-29 00:45:00",137,1.271,92.5,8.46,0.559,0,1001,0,0,0
"2016-01-29 00:50:00",138,1.431,99.7,12.62,0.919,0.19,1001,0,0,0
"2016-01-29 00:55:00",139,1.466,107.5,12.3,0.971,0.255,1001,0,0,0
"2016-01-29 01:00:00",140,1.29,81.1,7.764,0.806,0.053,1001,0,0,0
"2016-01-29 01:05:00",141,1.095,79.51,5.251,0.991,0.024,1001,0,0,0
"2016-01-29 01:10:00",142,1.354,69.05,12.44,1.194,0.237,1001,0,0,0
"2016-01-29 01:15:00",143,1.831,70.76,14.27,1.327,0.489,1001,0,0,0
"2016-01-29 01:20:00",144,2.234,83.5,5.012,1.375,0.469,1001,0,0,0
"2016-01-29 01:25:00",145,2.314,82.9,5.372,1.362,0.457,1001,0,0,0
"2016-01-29 01:30:00",146,2.263,85.6,4.682,1.37,0.433,1001,0,0,0
"2016-01-29 01:35:00",147,2.151,83,5.602,1.42,0.454,1001,0,0,0
"2016-01-29 01:40:00",148,1.172,80.5,5.622,0.59,0.012,1001,0,0,0
"2016-01-29 01:45:00",149,0.891,115.1,9.32,0.531,0.101,1001,0,0,0
"2016-01-29 01:50:00",150,1.079,130.4,6.979,0.847,0.225,1001,0,0,0
"2016-01-29 01:55:00",151,2.018,120.8,4.958,1.647,0.991,1001,0,0,0
"2016-01-29 02:00:00",152,2.391,103.2,7.57,1.658,0.594,1001,0,0,0
"2016-01-29 02:05:00",153,2.516,99.9,3.419,1.668,0.918,1001,0,0,0
"2016-01-29 02:10:00",154,2.3,118.5,5.811,1.706,1.178,1001,0,0,0
"2016-01-29 02:15:00",155,2.45,130.4,3.448,1.884,1.242,1001,0,0,0
"2016-01-29 02:20:00",156,2.09,147.2,6.815,1.423,0.799,1001,0,0,0
"2016-01-29 02:25:00",157,2.234,150.5,3.774,1.788,1.266,1001,0,0,0
"2016-01-29 02:30:00",158,2.002,131.8,11.25,1.564,1.151,1001,0,0,0
"2016-01-29 02:35:00",159,1.876,99.6,12.42,1.327,0.458,1001,0,0,0
"2016-01-29 02:40:00",160,1.996,101.6,8.68,1.327,0.616,1001,0,0,0
"2016-01-29 02:45:00",161,1.562,105.9,3.811,1.183,0.403,1001,0,0,0
"2016-01-29 02:50:00",162,1.354,107.2,3.055,1.236,0.623,1001,0,0,0
"2016-01-29 02:55:00",163,1.58,138.5,12.33,1.279,0.762,1001,0,0,0
"2016-01-29 03:00:00",164,1.906,173.9,12.27,1.583,0.815,1001,0,0,0
"2016-01-29 03:05:00",165,2.026,175.1,10.89,1.535,0.806,1001,0,0,0
"2016-01-29 03:10:00",166,2.367,157.4,9.01,1.836,1.191,1001,0,0,0
"2016-01-29 03:15:00",167,2.004,171.8,5.311,1.636,0.959,1001,0,0,0
"2016-01-29 03:20:00",168,1.636,187.5,7.493,1.276,0.303,1001,0,0,0
"2016-01-29 03:25:00",169,1.554,159.7,5.372,1.116,0.154,1001,0,0,0
"2016-01-29 03:30:00",170,2.071,145,4.124,1.554,0.705,1001,0,0,0
"2016-01-29 03:35:00",171,2.295,150.6,3.105,1.807,1.17,1001,0,0,0
"2016-01-29 03:40:00",172,2.223,151.1,5.36,1.772,1.149,1001,0,0,0
"2016-01-29 03:45:00",173,2.172,165.5,3.197,1.706,1.058,1001,0,0,0
"2016-01-29 03:50:00",174,2.332,167.1,2.88,1.815,1.135,1001,0,0,0
"2016-01-29 03:55:00",175,2.394,174.6,8.06,1.884,1.109,1001,0,0,0
"2016-01-29 04:00:00",176,1.93,177,7.902,1.514,0.883,1001,0,0,0
"2016-01-29 04:05:00",177,1.796,158.6,8.01,1.407,0.759,1001,0,0,0
"2016-01-29 04:10:00",178,2.047,141.2,4.821,1.618,0.912,1001,0,0,0
"2016-01-29 04:15:00",179,2.487,152.8,4.721,1.948,1.231,1001,0,0,0
"2016-01-29 04:20:00",180,2.551,127.9,11.28,2.015,1.325,1001,0,0,0
"2016-01-29 04:25:00",181,2.444,95.3,8.31,1.826,0.987,1001,0,0,0
"2016-01-29 04:30:00",182,2.298,98.3,4.025,1.647,0.976,1001,0,0,0
"2016-01-29 04:35:00",183,2.034,107.2,4.636,1.471,0.761,1001,0,0,0
"2016-01-29 04:40:00",184,2.14,91.8,13.66,1.508,0.649,1001,0,0,0
"2016-01-29 04:45:00",185,2.444,78.49,5.756,1.772,0.671,1001,0,0,0
"2016-01-29 04:50:00",186,2.482,91.6,9.09,1.951,1.07,1001,0,0,0
"2016-01-29 04:55:00",187,2.439,99.7,5.292,1.9,1.189,1001,0,0,0
"2016-01-29 05:00:00",188,2.652,99.2,4.729,2.031,1.207,1001,0,0,0
"2016-01-29 05:05:00",189,2.38,96.4,5.631,1.663,0.94,1001,0,0,0
"2016-01-29 05:10:00",190,2.442,102.6,4.819,1.948,1.189,1001,0,0,0
"2016-01-29 05:15:00",191,2.151,109.2,7.005,1.687,1.092,1001,0,0,0
"2016-01-29 05:20:00",192,1.583,95.7,10.24,1.17,0.403,1001,0,0,0
"2016-01-29 05:25:00",193,1.895,85.9,4.936,1.26,0.463,1001,0,0,0
"2016-01-29 05:30:00",194,1.162,98.5,5.549,1.002,0.344,1001,0,0,0
"2016-01-29 05:35:00",195,1.642,97.1,6.279,1.252,0.499,1001,0,0,0
"2016-01-29 05:40:00",196,1.996,110.8,4.236,1.439,0.813,1001,0,0,0
"2016-01-29 05:45:00",197,2.05,117.2,3.034,1.46,0.959,1001,0,0,0
"2016-01-29 05:50:00",198,1.951,105.3,5.755,1.412,0.676,1001,0,0,0
"2016-01-29 05:55:00",199,2.231,86.5,4.818,1.508,0.492,1001,0,0,0
"2016-01-29 06:00:00",200,1.935,101.3,9.15,1.444,0.855,1001,0,0,0
"2016-01-29 06:05:00",201,2.399,113.9,6.063,1.815,1.25,1001,0,0,0
"2016-01-29 06:10:00",202,2.706,115.6,3.478,2.178,1.527,1001,0,0,0
"2016-01-29 06:15:00",203,2.388,127.6,6.905,1.951,1.493,1001,0,0,0
"2016-01-29 06:20:00",204,2.108,121.2,6.696,1.647,1.072,1001,0,0,0
"2016-01-29 06:25:00",205,1.78,111.4,4.542,1.338,0.733,1001,0,0,0
"2016-01-29 06:30:00",206,1.436,99.8,4.715,1.103,0.202,1001,0,0,0
"2016-01-29 06:35:00",207,1.402,103.8,6.908,1.002,0.148,1001,0,0,0
"2016-01-29 06:40:00",208,1.927,115.6,4.164,1.471,0.681,1001,0,0,0
"2016-01-29 06:45:00",209,2.252,111.3,4.568,1.724,1.055,1001,0,0,0
"2016-01-29 06:50:00",210,2.546,119.3,4.135,2.071,1.522,1001,0,0,0
"2016-01-29 06:55:00",211,2.188,115.7,4.389,1.823,1.303,1001,0,0,0
"2016-01-29 07:00:00",212,2.116,106.3,3.64,1.74,1.063,1001,0,0,0
"2016-01-29 07:05:00",213,2.164,105,2.754,1.738,1.117,1001,0,0,0
"2016-01-29 07:10:00",214,1.5,110.5,8.68,1.116,0.483,1001,0,0,0
"2016-01-29 07:15:00",215,1.719,117.6,5.012,1.306,0.858,1001,0,0,0
"2016-01-29 07:20:00",216,1.468,131.1,5.68,1.156,0.895,1001,0,0,0
"2016-01-29 07:25:00",217,0.934,89.4,24.17,0.768,0.32,1001,0,0,0
"2016-01-29 07:30:00",218,1.572,78.64,8.39,1.258,0.559,1001,0,0,0
"2016-01-29 07:35:00",219,3.106,64.95,9.81,2.663,1.485,1001,0,0,0
"2016-01-29 07:40:00",220,2.855,81.8,6.499,2.412,1.167,1001,0,0,0
"2016-01-29 07:45:00",221,2.868,64.68,9.53,2.348,1.327,1001,0,0,0
"2016-01-29 07:50:00",222,2.647,65.24,9.49,2.26,1.305,1001,0,0,0
"2016-01-29 07:55:00",223,2.036,74.37,9.71,1.724,1.003,1001,0,0,0
"2016-01-29 08:00:00",224,1.804,91.4,9.11,1.527,0.908,1001,0,0,0
"2016-01-29 08:05:00",225,2.359,95.4,5.169,1.946,1.123,1001,0,0,0
"2016-01-29 08:10:00",226,2.772,95.5,4.913,2.271,1.333,1001,0,0,0
"2016-01-29 08:15:00",227,2.479,101.5,7.992,2.338,1.623,1001,0,0,0
"2016-01-29 08:20:00",228,2.135,127.3,10.43,1.964,1.583,1001,0,0,0
"2016-01-29 08:25:00",229,2.22,124.2,8.2,2.087,1.626,1001,0,0,0
"2016-01-29 08:30:00",230,2.588,118.4,7.787,2.455,1.813,1001,0,0,0
"2016-01-29 08:35:00",231,2.468,124.5,5.485,2.282,1.783,1001,0,0,0
"2016-01-29 08:40:00",232,2.079,133.8,7.87,1.948,1.565,1001,0,0,0
"2016-01-29 08:45:00",233,2.442,128.9,8.05,2.391,1.93,1001,0,0,0
"2016-01-29 08:50:00",234,2.751,116.3,7.143,2.599,1.935,1001,0,0,0
"2016-01-29 08:55:00",235,3.13,104.3,7.408,2.871,1.802,1001,0,0,0
"2016-01-29 09:00:00",236,2.658,105.6,8.27,2.394,1.61,1001,0,0,0
"2016-01-29 09:05:00",237,2.148,110.1,6.677,1.988,1.366,1001,0,0,0
"2016-01-29 09:10:00",238,2.25,113.5,8.84,2.1,1.567,1001,0,0,0
"2016-01-29 09:15:00",239,1.964,129,13.23,1.903,1.543,1001,0,0,0
"2016-01-29 09:20:00",240,1.415,152.4,19.45,1.305,1.075,1001,0,0,0
"2016-01-29 09:25:00",241,1.279,245.3,25.06,1.202,0.896,1001,0,0,0
"2016-01-29 09:30:00",242,0.696,331.6,32.68,0.639,0.483,1001,0,0,0
"2016-01-29 09:35:00",243,0.595,332,17.67,0.581,0.459,1001,0,0,0
"2016-01-29 09:40:00",244,0.858,5.969,28.26,0.764,0.552,1001,0,0,0
"2016-01-29 09:45:00",245,0.682,345.9,30.85,0.488,0.392,1001,0,0,0
"2016-01-29 09:50:00",246,1.1,16.01,23.36,0.975,0.783,1001,0,0,0
"2016-01-29 09:55:00",247,0.358,30.61,43.75,0.465,0.479,1001,0,0,0
"2016-01-29 10:00:00",248,0.198,10.67,19.45,0.305,0.468,1001,0,0,0
"2016-01-29 10:05:00",249,0.657,171.1,23.51,0.387,0.378,1001,0,0,0
"2016-01-29 10:10:00",250,1.276,159.9,22.51,1.174,1.023,1001,0,0,0
"2016-01-29 10:15:00",251,1.994,177.2,11.77,1.874,1.477,1001,0,0,0
"2016-01-29 10:20:00",252,1.706,167.7,7.959,1.623,1.359,1001,0,0,0
"2016-01-29 10:25:00",253,1.964,186.7,10.87,1.866,1.455,1001,0,0,0
"2016-01-29 10:30:00",254,1.951,198.3,8.57,1.823,1.383,1001,0,0,0
"2016-01-29 10:35:00",255,1.775,206.5,13.27,1.66,1.231,1001,0,0,0
"2016-01-29 10:40:00",256,1.391,214.4,18.52,1.275,0.952,1001,0,0,0
"2016-01-29 10:45:00",257,1.169,198.6,22.18,1.107,0.896,1001,0,0,0
"2016-01-29 10:50:00",258,1.77,199.5,14.07,1.636,1.246,1001,0,0,0
"2016-01-29 10:55:00",259,1.722,184.1,12.32,1.572,1.287,1001,0,0,0
"2016-01-29 11:00:00",260,1.73,173.2,21.75,1.607,1.324,1001,0,0,0
"2016-01-29 11:05:00",261,1.652,166.1,16.82,1.535,1.322,1001,0,0,0
"2016-01-29 11:10:00",262,1.724,196.6,25.85,1.626,1.247,1001,0,0,0
"2016-01-29 11:15:00",263,1.85,211.5,16.75,1.682,1.221,1001,0,0,0
"2016-01-29 11:20:00",264,2.268,229.3,16.92,2.058,1.351,1001,0,0,0
"2016-01-29 11:25:00",265,2.924,262.1,11.38,2.687,1.639,1001,0,0,0
"2016-01-29 11:30:00",266,3.559,256.8,7.327,3.204,1.914,1001,0,0,0
"2016-01-29 11:35:00",267,3.252,265.4,7.835,2.967,1.749,1001,0,0,0
"2016-01-29 11:40:00",268,3.284,260.6,8.71,2.986,1.722,1001,0,0,0
"2016-01-29 11:45:00",269,3.327,264.7,9.28,2.97,1.714,1001,0,0,0
"2016-01-29 11:50:00",270,3.196,268.7,9.54,2.842,1.687,1001,0,0,0
"2016-01-29 11:55:00",271,2.532,263.8,10.51,2.324,1.479,1001,0,0,0
"2016-01-29 12:00:00",272,2.7,261.9,10.56,2.508,1.551,1001,0,0,0
"2016-01-29 12:05:00",273,3.002,262.4,6.532,2.754,1.671,1001,0,0,0
"2016-01-29 12:10:00",274,2.314,272,13.35,2.175,1.45,1001,0,0,0
"2016-01-29 12:15:00",275,2.383,268.8,11.04,2.212,1.445,1001,0,0,0
"2016-01-29 12:20:00",276,2.114,271.3,16.12,2.031,1.391,1001,0,0,0
"2016-01-29 12:25:00",277,2.218,272.5,12.55,1.978,1.333,1001,0,0,0
"2016-01-29 12:30:00",278,1.748,274,14.34,1.591,1.121,1001,0,0,0
"2016-01-29 12:35:00",279,2.202,266.7,11.38,1.967,1.303,1001,0,0,0
"2016-01-29 12:40:00",280,2.602,276,12.94,2.439,1.575,1001,0,0,0
"2016-01-29 12:45:00",281,2.7,272.8,11.3,2.511,1.647,1001,0,0,0
"2016-01-29 12:50:00",282,2.218,264.8,10.13,2.108,1.381,1001,0,0,0
"2016-01-29 12:55:00",283,2.37,273.2,11.55,2.244,1.453,1001,0,0,0
"2016-01-29 13:00:00",284,2.407,277.5,11.13,2.244,1.487,1001,0,0,0
"2016-01-29 13:05:00",285,2.703,275,9.87,2.535,1.597,1001,0,0,0
"2016-01-29 13:10:00",286,2.644,279.9,10.26,2.386,1.517,1001,0,0,0
"2016-01-29 13:15:00",287,2.959,280.9,8.95,2.786,1.709,1001,0,0,0
"2016-01-29 13:20:00",288,2.634,273.9,13,2.412,1.525,1001,0,0,0
"2016-01-29 13:25:00",289,2.372,272.4,10.74,2.159,1.399,1001,0,0,0
"2016-01-29 13:30:00",290,2.29,261.1,8.69,2.124,1.381,1001,0,0,0
"2016-01-29 13:35:00",291,2.212,259.4,10.67,2.06,1.325,1001,0,0,0
"2016-01-29 13:40:00",292,2.284,268.7,12.58,2.127,1.402,1001,0,0,0
"2016-01-29 13:45:00",293,2.546,265.3,8.95,2.354,1.533,1001,0,0,0
"2016-01-29 13:50:00",294,2.674,267.1,13.69,2.391,1.482,1001,0,0,0
"2016-01-29 13:55:00",295,2.623,275,9.37,2.426,1.514,1001,0,0,0
"2016-01-29 14:00:00",296,2.988,280,11.57,2.74,1.722,1001,0,0,0
"2016-01-29 14:05:00",297,3.418,286.7,7.977,3.087,1.965,1001,0,0,0
"2016-01-29 14:10:00",298,3.391,292.6,9.1,3.095,1.954,1001,0,0,0
"2016-01-29 14:15:00",299,3.343,288.7,9.16,3.058,1.919,1001,0,0,0
"2016-01-29 14:20:00",300,3.124,289.3,8.02,2.804,1.765,1001,0,0,0
"2016-01-29 14:25:00",301,2.522,290.3,8.37,2.306,1.527,1001,0,0,0
"2016-01-29 14:30:00",302,2.396,303.1,8.62,2.252,1.533,1001,0,0,0
