"TOA5","1002_CR6","CR6","2606","CR6.Std.03","CPU:1002_METandSF_WR Update_20151217.CR6","8942","Hour"
"TIMESTAMP","RECORD","WS6m_ms_S_WVT","WD_6m_D1_WVT","WD_6m_SD1_WVT","WS_2m_Avg","WS_0m_Avg","BattV_Avg","site","snstsnmbr","sensitpc_Tot"
"TS","RN","meters/second","Deg","Deg","meters/second","meters/second","Volts","","",""
"","","WVc","WVc","WVc","Avg","Avg","Avg","Smp","Smp","Tot"
"2016-02-09 11:00:00",1249,1.598,56.96,12.31,1.529,1.014,13.54,1002,7999,0
"2016-02-09 12:00:00",1250,1.9,75.39,8.74,1.899,1.113,13.49,1002,7999,0
"2016-02-09 13:00:00",1251,2.114,82.2,5.92,2.123,1.263,13.47,1002,7999,0
"2016-02-09 14:00:00",1252,1.461,72.93,9.27,1.473,0.931,13.45,1002,7999,0
"2016-02-09 15:00:00",1253,1.791,85.8,7.978,1.769,1.129,13.42,1002,7999,0
"2016-02-09 16:00:00",1254,2.43,100.1,6.632,2.065,1.493,13.44,1002,7999,0
"2016-02-09 17:00:00",1255,1.781,142.4,11.63,1.461,1.074,13.48,1002,7999,0
"2016-02-09 18:00:00",1256,1.995,189.3,8.02,1.061,0.516,13.01,1002,7999,0
"2016-02-09 19:00:00",1257,2.183,203.5,34.81,1.619,0.802,12.86,1002,7999,0
"2016-02-09 20:00:00",1258,1.703,239.1,19.43,1.452,0.631,12.83,1002,7999,0
"2016-02-09 21:00:00",1259,2.368,258.6,5.229,1.418,0.397,12.81,1002,7999,0
"2016-02-09 22:00:00",1260,1.058,287,34.6,0.684,0.263,12.77,1002,7999,0
"2016-02-09 23:00:00",1261,1.525,305.5,15.9,1.288,0.19,12.76,1002,7999,0
"2016-02-10 00:00:00",1262,1.101,273.1,15.44,1.159,0.33,12.74,1002,7999,0
"2016-02-10 01:00:00",1263,1.347,269.7,24,1.288,0.302,12.73,1002,7999,0
"2016-02-10 02:00:00",1264,2.148,326.7,26.41,1.964,1.049,12.72,1002,7999,0
"2016-02-10 03:00:00",1265,1.838,232.9,16.89,1.555,0.67,12.69,1002,7999,0
"2016-02-10 04:00:00",1266,1.545,209.6,27.29,1.296,0.549,12.69,1002,7999,0
"2016-02-10 05:00:00",1267,1.388,259.2,11.45,1.021,0.301,12.66,1002,7999,0
"2016-02-10 06:00:00",1268,1.247,208.9,10.29,1.612,0.531,12.64,1002,7999,0
"2016-02-10 07:00:00",1269,0.748,200.3,19.43,1.086,0.321,12.69,1002,7999,0
"2016-02-10 08:00:00",1270,1.202,224,19.74,1.279,0.542,13.83,1002,7999,0
"2016-02-10 09:00:00",1271,2.205,342.1,26.73,1.988,1.519,14.26,1002,7999,0
"2016-02-10 10:00:00",1272,1.413,55.14,21.07,1.359,0.989,14.1,1002,7999,0
"2016-02-10 11:00:00",1273,1.677,71.24,10.92,1.679,1.082,13.61,1002,7999,0
"2016-02-10 12:00:00",1274,1.998,70.05,6.649,1.997,1.188,13.58,1002,7999,0
"2016-02-10 13:00:00",1275,2.313,85.9,8.24,2.213,1.423,13.58,1002,7999,0
"2016-02-10 14:00:00",1276,2.536,90.8,6.516,2.365,1.546,13.61,1002,7999,0
"2016-02-10 15:00:00",1277,2.772,84.4,6.758,2.518,1.51,13.61,1002,7999,0
"2016-02-10 16:00:00",1278,2.81,100.4,6.109,2.384,1.75,13.63,1002,7999,0
"2016-02-10 17:00:00",1279,1.418,124.7,8.78,1.234,0.682,13.63,1002,7999,0
"2016-02-10 18:00:00",1280,1.929,145.1,9.35,1.354,0.538,13.1,1002,7999,0
"2016-02-10 19:00:00",1281,1.619,172.6,15.41,1.198,0.297,12.86,1002,7999,0
