"TOA5","1004","CR6","2608","CR6.Std.03","CPU:1004_METandSF_WR Update_20151217.CR6","63039","Hour"
"TIMESTAMP","RECORD","WS6m_ms_S_WVT","WD_6m_D1_WVT","WD_6m_SD1_WVT","WS_2m_Avg","WS_0m_Avg","BattV_Avg","site","snstsnmbr","sensitpc_Tot"
"TS","RN","meters/second","Deg","Deg","meters/second","meters/second","Volts","","",""
"","","WVc","WVc","WVc","Avg","Avg","Avg","Smp","Smp","Tot"
"2016-01-28 14:00:00",0,2.097,274,28.81,1.756,1.06,12.87,1001,1623,0
"2016-01-28 15:00:00",1,2.542,298.7,10.56,2.296,1.636,13.3,1001,1623,0
"2016-01-28 16:00:00",2,1.872,329.2,9.7,1.786,1.363,14.05,1001,1623,0
"2016-01-28 17:00:00",3,1.567,339.4,9.76,1.414,1.065,13.77,1001,1623,0
"2016-01-28 18:00:00",4,2.151,346.7,4.527,1.464,0.686,13.24,1001,1623,0
"2016-01-28 19:00:00",5,2.941,12.69,4.606,1.94,1.142,13.08,1001,1623,0
"2016-01-28 20:00:00",6,2.027,71.86,10.43,1.169,0.274,13.01,1001,1623,0
"2016-01-28 21:00:00",7,1.829,115.6,28.47,1.279,0.658,12.99,1001,1623,0
"2016-01-28 22:00:00",8,1.625,220.4,14.25,1.212,0.36,12.97,1001,1623,0
"2016-01-28 23:00:00",9,2.002,147.1,11.27,1.509,0.6,12.95,1001,1623,0
"2016-01-29 00:00:00",10,1.145,99.9,27.34,0.908,0.248,12.94,1001,1623,0
"2016-01-29 01:00:00",11,1.652,78.21,11.53,1.14,0.324,12.92,1001,1623,0
"2016-01-29 02:00:00",12,1.733,91.7,12.82,1.193,0.374,12.91,1001,1623,0
"2016-01-29 03:00:00",13,1.989,125,17.23,1.497,0.853,12.9,1001,1623,0
"2016-01-29 04:00:00",14,2.084,165.2,9.91,1.621,0.885,12.88,1001,1623,0
"2016-01-29 05:00:00",15,2.318,111.3,13.04,1.758,0.978,12.86,1001,1623,0
"2016-01-29 06:00:00",16,1.951,100.5,8.72,1.437,0.727,12.86,1001,1623,0
"2016-01-29 07:00:00",17,2.104,113.5,7.032,1.655,1.004,12.87,1001,1623,0
"2016-01-29 08:00:00",18,2.056,89.4,13.51,1.69,0.952,14.24,1001,1623,0
"2016-01-29 09:00:00",19,2.507,114.6,9.37,2.295,1.644,14.28,1001,1623,0
"2016-01-29 10:00:00",20,1.129,58.85,32.1,1.06,0.839,13.81,1001,1623,0
"2016-01-29 11:00:00",21,1.592,187,17.47,1.467,1.168,13.71,1001,1623,0
"2016-01-29 12:00:00",22,2.689,245.2,19.38,2.449,1.55,13.71,1001,1623,0
"2016-01-29 13:00:00",23,2.356,271,12.66,2.188,1.438,13.71,1001,1623,0
"2016-01-29 14:00:00",24,2.577,271.6,11.02,2.375,1.509,13.71,1001,1623,0
"2016-01-29 15:00:00",25,2.854,289.5,10.01,2.606,1.685,13.74,1001,1623,0
"2016-01-29 16:00:00",26,1.639,304.2,15.29,1.555,1.148,13.75,1001,1623,0
"2016-01-29 17:00:00",27,1.112,345.4,13.35,1.044,0.75,13.75,1001,1623,0
"2016-01-29 18:00:00",28,1.432,12.31,24.52,0.971,0.407,13.27,1001,1623,0
"2016-01-29 19:00:00",29,1.97,52.43,8.36,1.191,0.394,13.1,1001,1623,0
"2016-01-29 20:00:00",30,1.561,66.77,7.525,0.582,0.106,13.07,1001,1623,0
"2016-01-29 21:00:00",31,1.639,46.81,9.43,0.919,0.221,13.01,1001,1623,0
"2016-01-29 22:00:00",32,2.027,75.07,9.87,1.259,0.392,12.99,1001,1623,0
"2016-01-29 23:00:00",33,1.548,178.4,19.69,1.041,0.444,12.98,1001,1623,0
